,id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,county,state
283297,7187556441,ft myers / SW florida,12995,2000.0,,international 4700,,,diesel,144000.0,clean,automatic,,,,,,fl
365379,7193672437,long island,2950,2001.0,nissan,xterra,good,6 cylinders,gas,206000.0,clean,automatic,rwd,mid-size,SUV,white,,ny
367978,7187420533,bend,22775,2017.0,subaru,forester,,4 cylinders,gas,24316.0,clean,automatic,,,SUV,black,,or
299571,7181828971,albany,0,2011.0,bmw,3 series,excellent,,gas,104265.0,clean,manual,,,sedan,black,,ny
42050,7196693436,SF bay area,14895,,,,,,,,,,,,,,,ca
41073,7196799875,SF bay area,7400,,,,,,,,,,,,,,,ca
277913,7181264502,ft myers / SW florida,10500,2015.0,mazda,mazda6 i sport,excellent,4 cylinders,gas,,clean,automatic,fwd,mid-size,sedan,red,,fl
8498,7194947262,orlando,6690,2007.0,lexus,es,excellent,,gas,161733.0,clean,automatic,fwd,,sedan,black,,fl
336076,7189560100,pueblo,10800,2005.0,ram,2500,,,diesel,,clean,automatic,,full-size,pickup,silver,,co
213401,7187308747,long island,0,2011.0,dodge,durango,excellent,,gas,61374.0,clean,automatic,,,SUV,,,ny
254896,7183338040,fort collins / north CO,32590,2019.0,ford,ranger supercrew xlt pickup,good,,gas,10211.0,clean,other,,,pickup,orange,,co
281838,7185187726,ames,4100,2005.0,pontiac,g6,excellent,6 cylinders,gas,146709.0,clean,automatic,fwd,,sedan,silver,,ia
326738,7194774471,minneapolis / st paul,4550,2005.0,jeep,grand cherokee,excellent,6 cylinders,gas,178000.0,clean,automatic,4wd,mid-size,SUV,blue,,mn
326547,7179603058,waco,21590,2019.0,dodge,journey se sport utility,good,,gas,5836.0,clean,other,fwd,,other,,,tx
177472,7192662897,milwaukee,22990,2008.0,ford,f-350 sd,good,8 cylinders,gas,48474.0,clean,automatic,rwd,full-size,truck,white,,wi
82270,7194310711,augusta,6995,2010.0,nissan,altima s,,,gas,,clean,automatic,,,,,,ga
79314,7193547711,atlanta,0,2015.0,kia,sorento lx,,,gas,98523.0,clean,automatic,,,,,,ga
59456,7194578034,new hampshire,12995,2015.0,nissan,pathfinder sv awd,excellent,,gas,100181.0,clean,automatic,4wd,,SUV,,,nh
38969,7196174879,san luis obispo,9995,,,,,,,,,,,,,,,ca
183424,7180256206,flagstaff / sedona,24079,2020.0,chevrolet,trax lt,good,,gas,2129.0,clean,automatic,,,other,,,az
404364,7187995468,cincinnati,27500,1973.0,ford,mustang,excellent,8 cylinders,gas,,clean,automatic,rwd,,convertible,red,,oh
194011,7189639249,indianapolis,0,2014.0,,Freightliner Cascadia,,,diesel,,clean,automatic,,,,,,in
322472,7189494285,fayetteville,27858,2019.0,ford,transit 250 cargo van,,,gas,,clean,automatic,,,,,,nc
259801,7188352655,santa barbara,14990,2018.0,hyundai,elantra sel sedan 4d,good,,gas,30127.0,clean,automatic,fwd,,sedan,,,ca
337659,7179246425,sarasota-bradenton,15000,2015.0,kia,optima,,4 cylinders,gas,69666.0,clean,automatic,fwd,,sedan,white,,fl
171750,7196033769,vermont,20000,,,,,,,,,,,,,,,vt
26601,7194872584,south florida,11750,2006.0,ram,2500,excellent,8 cylinders,gas,64000.0,clean,automatic,,full-size,pickup,white,,fl
283495,7185735612,cedar rapids,11495,2007.0,cadillac,escalade,excellent,,gas,156879.0,clean,automatic,4wd,,SUV,black,,ia
401785,7183730173,modesto,10499,2017.0,nissan,versa,,,gas,,clean,automatic,,,,,,ca
61094,7194155167,new hampshire,7995,2015.0,chevrolet,spark,excellent,4 cylinders,gas,56277.0,clean,automatic,fwd,sub-compact,hatchback,blue,,nh
354547,7191242247,baltimore,800,2004.0,toyota,avalon,good,,gas,,clean,automatic,,,,,,md
201889,7191518888,cleveland,16982,2013.0,bmw,x5 xdrive35i,,6 cylinders,gas,77320.0,clean,automatic,4wd,,SUV,grey,,oh
408679,7191733721,indianapolis,5995,2007.0,volkswagen,new beetle,,,gas,92410.0,clean,automatic,fwd,,,green,,in
131466,7194808435,boise,9899,2014.0,hyundai,sonata,,,gas,80801.0,clean,automatic,fwd,,sedan,,,id
94412,7195685391,lewiston / clarkston,20495,,,,,,,,,,,,,,,id
348128,7193903214,joplin,11950,2016.0,nissan,murano,excellent,6 cylinders,gas,134953.0,clean,automatic,fwd,full-size,SUV,silver,,mo
279099,7191181842,austin,31500,2020.0,subaru,brz,,,other,,clean,manual,,,,,,tx
207786,7194995965,nashville,14950,2009.0,chevrolet,express,,,gas,56217.0,clean,automatic,fwd,,van,white,,tn
290120,7184575014,abilene,8999,2012.0,gmc,terrain,good,4 cylinders,gas,116000.0,clean,automatic,fwd,mid-size,SUV,brown,,tx
240771,7188436568,central michigan,7995,2013.0,ford,escape,,,gas,127487.0,clean,automatic,,,,,,mi
99195,7196805760,chicago,9800,,,,,,,,,,,,,,,il
45961,7196747896,billings,11498,,,,,,,,,,,,,,,mt
270273,7194135278,maine,17995,2017.0,jeep,renegade latitude 4x4,,,other,44973.0,clean,automatic,,,,,,me
352267,7181197988,bellingham,49999,2020.0,jeep,lifted wrangler unlimited,,,gas,12439.0,clean,automatic,4wd,,SUV,silver,,wa
85713,7195546118,atlanta,0,,,,,,,,,,,,,,,ga
64616,7195231478,denver,10995,,,,,,,,,,,,,,,co
23139,7192647917,"kansas city, MO",4950,2008.0,chevrolet,uplander ls,good,6 cylinders,gas,140913.0,clean,automatic,fwd,mid-size,mini-van,brown,,ks
319262,7194599548,san diego,0,2017.0,ford,focus,,,gas,25472.0,clean,automatic,fwd,full-size,,white,,ca
276519,7185602927,daytona beach,6500,2010.0,honda,pilot ex,excellent,6 cylinders,gas,150000.0,clean,automatic,rwd,full-size,SUV,red,,fl
406787,7192891505,fort wayne,50990,2019.0,chevrolet,corvette stingray,good,8 cylinders,gas,22982.0,clean,automatic,rwd,,coupe,white,,in
124820,7196158329,detroit metro,0,,,,,,,,,,,,,,,mi
190189,7185895524,south jersey,9995,2009.0,chevrolet,tahoe ltz,,,gas,183000.0,clean,automatic,,,,,,nj
369895,7190276639,mohave county,4000,2003.0,gmc,sonoma,good,4 cylinders,gas,185000.0,clean,manual,fwd,full-size,pickup,silver,,az
75804,7196370747,south florida,16500,,,,,,,,,,,,,,,fl
122308,7196232465,new hampshire,99,,,,,,,,,,,,,,,nh
83951,7186924002,charleston,21990,2015.0,ford,f-350 sd,good,8 cylinders,gas,143517.0,clean,automatic,4wd,,,white,,wv
289398,7187569113,gainesville,0,2014.0,ram,1500,excellent,8 cylinders,gas,,clean,automatic,4wd,full-size,pickup,,,fl
96265,7179520484,wilmington,17590,2015.0,jeep,grand cherokee laredo sport,good,6 cylinders,other,100780.0,clean,other,,,SUV,red,,nc
352024,7188467177,milwaukee,0,2011.0,lexus,es 350,,,gas,83617.0,clean,automatic,,,,,,wi
404462,7194326187,las vegas,15998,2017.0,nissan,altima,,4 cylinders,gas,21125.0,clean,automatic,fwd,mid-size,sedan,white,,nv
361338,7194518147,charlotte,5995,2008.0,nissan,altima,excellent,6 cylinders,gas,79000.0,clean,automatic,fwd,,sedan,silver,,nc
20083,7196823256,minneapolis / st paul,13000,,,,,,,,,,,,,,,mn
307377,7180961573,chautauqua,5995,2012.0,ford,transit,good,4 cylinders,gas,,clean,automatic,fwd,mid-size,van,white,,ny
398951,7183774319,worcester / central MA,13450,2016.0,ford,police interceptor utility,excellent,6 cylinders,gas,108417.0,clean,automatic,4wd,full-size,SUV,black,,ma
172700,7186835503,salem,38747,2018.0,ford,f-150,,6 cylinders,gas,18133.0,clean,automatic,4wd,,truck,red,,or
154471,7195398740,nashville,7500,,,,,,,,,,,,,,,tn
294095,7185210519,flagstaff / sedona,5200,2012.0,mazda,6,good,4 cylinders,gas,77303.0,salvage,automatic,fwd,mid-size,sedan,silver,,az
330050,7184696911,el paso,7000,2010.0,hyundai,genesis,good,4 cylinders,gas,94000.0,clean,manual,rwd,compact,coupe,red,,tx
199314,7190750584,cincinnati,17995,2010.0,jeep,wrangler,,,gas,52305.0,clean,automatic,4wd,,SUV,silver,,oh
281039,7192698274,ventura county,9695,2005.0,lexus,rx,,6 cylinders,gas,89721.0,clean,automatic,,,SUV,silver,,ca
397765,7187556019,worcester / central MA,11950,2008.0,jaguar,xj8l,like new,8 cylinders,gas,87000.0,clean,automatic,rwd,full-size,sedan,custom,,ma
174963,7192018750,las vegas,4444,2005.0,dodge,grand caravan,excellent,6 cylinders,gas,119000.0,clean,automatic,fwd,mid-size,van,blue,,nv
24032,7192521752,"kansas city, MO",23771,2015.0,ford,expedition,,6 cylinders,gas,95268.0,clean,automatic,4wd,,SUV,black,,ks
319204,7193662666,kennewick-pasco-richland,0,2012.0,hyundai,santa fe gls,,4 cylinders,gas,,clean,automatic,4wd,,SUV,,,wa
85455,7195693849,atlanta,5500,,,,,,,,,,,,,,,ga
380682,7188768687,sarasota-bradenton,7250,2012.0,chevrolet,traverse,,,gas,,clean,automatic,,,,,,fl
54522,7195995042,tampa bay area,32990,,,,,,,,,,,,,,,fl
257780,7184827172,greenville / upstate,9995,2014.0,ford,escape,,4 cylinders,gas,132743.0,clean,automatic,,,SUV,,,sc
365691,7184835356,tulsa,6998,2013.0,toyota,prius,excellent,4 cylinders,hybrid,141000.0,clean,automatic,fwd,mid-size,sedan,blue,,ok
302256,7180420859,williamsport,9300,2014.0,toyota,camry le,good,4 cylinders,gas,118500.0,clean,automatic,fwd,mid-size,coupe,brown,,pa
219219,7184171151,colorado springs,10995,2012.0,chevrolet,traverse,,6 cylinders,gas,95896.0,clean,automatic,4wd,,SUV,,,co
97474,7192707853,little rock,1200,2004.0,ford,mustang,,,gas,158000.0,clean,automatic,,,,,,ar
25205,7194281170,new york city,31500,2019.0,honda,civic type-r,excellent,4 cylinders,gas,,clean,manual,fwd,compact,hatchback,white,,ny
422886,7193674185,south jersey,16995,2018.0,honda,civic sedan,,,gas,22354.0,clean,automatic,,,,,,nj
164366,7196038636,houston,17995,,,,,,,,,,,,,,,tx
236074,7194577299,des moines,3900,2005.0,honda,cr-v,,,gas,,clean,automatic,,,,,,ia
139716,7190145593,santa fe / taos,17900,2006.0,toyota,sienna,,6 cylinders,gas,124157.0,clean,automatic,fwd,,,white,,nm
341282,7189190915,hartford,0,1999.0,chevrolet,silverado,fair,8 cylinders,gas,234848.0,clean,automatic,4wd,full-size,pickup,grey,,ct
147950,7195012462,harrisburg,1000,,,,,,,,,,,,,,,pa
10686,7196921865,los angeles,12995,,,,,,,,,,,,,,,ca
317344,7184566645,waterloo / cedar falls,33300,2019.0,alfa-romeo,romeo giulia,excellent,4 cylinders,gas,9658.0,clean,automatic,,,sedan,silver,,ia
98470,7185484876,bozeman,14995,2010.0,ford,f-150 lariat 4x4,like new,8 cylinders,gas,178253.0,clean,automatic,4wd,full-size,truck,black,,mt
166507,7191608393,wilmington,0,2014.0,ford,f-250 super duty,,8 cylinders,other,137822.0,clean,automatic,4wd,full-size,truck,black,,nc
289035,7193161279,corvallis/albany,900,2003.0,volkswagen,passat wagon,fair,6 cylinders,gas,145357.0,clean,automatic,4wd,full-size,wagon,green,,or
351898,7191181416,maine,8995,2015.0,chevrolet,cruze lt2 sedan,excellent,,gas,87665.0,clean,automatic,fwd,,sedan,,,me
226097,7190234946,tulsa,30000,1940.0,ford,deluxe 2-door,excellent,8 cylinders,gas,,clean,automatic,rwd,,sedan,custom,,ok
339347,7183593314,lexington,34000,2016.0,cadillac,escalade,good,8 cylinders,gas,85000.0,rebuilt,automatic,rwd,full-size,SUV,black,,ky
395732,7188383757,new hampshire,20995,2014.0,jeep,grand cherokee,,,diesel,89745.0,clean,automatic,4wd,,SUV,black,,nh
359221,7196243855,mobile,19495,,,,,,,,,,,,,,,al
363614,7196166417,phoenix,29500,,,,,,,,,,,,,,,az
240352,7194620903,fresno / madera,6995,2010.0,ford,flex se,good,6 cylinders,gas,,clean,automatic,,,,,,ca
200395,7181387383,lubbock,6400,2006.0,ford,f150,good,,gas,170000.0,clean,automatic,,,,white,,tx
335121,7194970791,appleton-oshkosh-FDL,3995,2007.0,ford,five hundred sel,,6 cylinders,gas,131660.0,clean,automatic,fwd,,sedan,,,wi
186164,7190411413,rochester,26995,2018.0,bmw,x1 xdrive28i,,,gas,42900.0,clean,automatic,,,,,,ny
334355,7190911657,roanoke,3990,2009.0,dodge,journey sxt,good,6 cylinders,gas,144198.0,clean,automatic,fwd,full-size,SUV,black,,va
315392,7191758485,daytona beach,18995,2007.0,honda,odyssey,good,6 cylinders,gas,41966.0,clean,automatic,fwd,full-size,van,blue,,fl
179249,7196094982,seattle-tacoma,450,,,,,,,,,,,,,,,wa
394941,7190358925,fort smith,3950,2007.0,nissan,murano,good,,gas,170000.0,clean,automatic,,mid-size,SUV,white,,ar
361901,7183624063,central NJ,2200,2003.0,toyota,sienna le,,,gas,,clean,automatic,,,,,,nj
10289,7194492070,panama city,24000,2016.0,ram,1500 big horn,excellent,8 cylinders,gas,52050.0,clean,automatic,rwd,,truck,white,,fl
193004,7193763588,columbia,0,2011.0,ford,ranger,,6 cylinders,gas,25268.0,clean,automatic,4wd,compact,pickup,silver,,sc
82617,7196669594,atlanta,8495,,,,,,,,,,,,,,,ga
92444,7196286790,boise,32500,,,,,,,,,,,,,,,id
137586,7191790133,green bay,4500,2009.0,dodge,avenger r/t 4dr sedan,excellent,6 cylinders,gas,175435.0,clean,automatic,fwd,full-size,sedan,silver,,wi
283433,7185805469,cedar rapids,5000,2008.0,dodge,grand caravan sxt,good,6 cylinders,gas,184000.0,clean,automatic,fwd,mid-size,mini-van,white,,ia
371897,7196767326,fresno / madera,0,,,,,,,,,,,,,,,ca
237874,7193385459,little rock,36226,2020.0,buick,enclave,,,gas,22553.0,clean,automatic,fwd,,,,,ar
274761,7194351480,san antonio,1000,2019.0,mitsubishi,,like new,4 cylinders,gas,35000.0,clean,other,rwd,mid-size,other,black,,tx
326189,7185252229,toledo,3500,2013.0,ford,fiesta st,excellent,4 cylinders,gas,192200.0,clean,automatic,fwd,mid-size,sedan,black,,oh
224665,7182704162,roanoke,0,2018.0,ford,f-150,,6 cylinders,gas,121025.0,clean,automatic,4wd,full-size,truck,white,,va
45834,7195652746,springfield,17609,,,,,,,,,,,,,,,mo
208753,7188982262,modesto,22988,2012.0,chevrolet,silverado,,,other,126926.0,clean,automatic,4wd,,pickup,white,,ca
11682,7192898292,birmingham,5500,1997.0,ford,f-150 lariat,excellent,8 cylinders,gas,230000.0,clean,automatic,rwd,full-size,pickup,white,,al
334061,7184637470,wichita,8900,2014.0,chevrolet,malibu,excellent,,gas,70086.0,clean,automatic,fwd,,sedan,silver,,ks
301340,7192774764,medford-ashland,8995,2002.0,chevrolet,silverado 1500 ls 4x4,excellent,8 cylinders,gas,203480.0,clean,automatic,4wd,,truck,red,,or
414445,7180971532,lexington,31990,2019.0,toyota,tacoma double cab sr5,good,6 cylinders,gas,9787.0,clean,other,,,pickup,,,ky
178406,7188514816,fresno / madera,21999,2017.0,ford,mustang,excellent,,gas,37767.0,clean,automatic,rwd,,coupe,grey,,ca
324759,7190670550,iowa city,15995,2016.0,honda,accord sedan lx,,,gas,,clean,automatic,,,,,,ia
133116,7196245710,dayton / springfield,10200,,,,,,,,,,,,,,,oh
144866,7190135017,fort collins / north CO,30499,2017.0,jeep,grand cherokee,,6 cylinders,gas,30282.0,clean,automatic,4wd,mid-size,SUV,black,,co
83789,7194137825,savannah / hinesville,0,2015.0,ford,f350 super duty crew c,,,diesel,145822.0,clean,automatic,4wd,,truck,,,ga
170707,7196825065,wichita falls,0,,,,,,,,,,,,,,,tx
322097,7188161467,charlotte,15400,2015.0,ford,f-150,excellent,6 cylinders,gas,131200.0,clean,automatic,rwd,full-size,pickup,white,,nc
67836,7196668064,"washington, DC",4000,,,,,,,,,,,,,,,dc
234319,7188993449,maine,16800,1973.0,chevrolet,monte carlo,excellent,8 cylinders,gas,14635.0,clean,automatic,rwd,mid-size,coupe,custom,,me
401717,7183830928,modesto,4500,2004.0,ram,1500,,8 cylinders,gas,192000.0,clean,automatic,,,,,,ca
279612,7183204696,huntsville / decatur,20990,2016.0,mercedes-benz,metris passenger van,,4 cylinders,gas,89157.0,clean,automatic,rwd,,van,grey,,al
56085,7193781831,tampa bay area,0,2017.0,chrysler,pacifica touring-l wheelchair van handicap ramp van,,6 cylinders,gas,18200.0,clean,automatic,fwd,,,silver,,fl
387455,7193611120,colorado springs,36990,2019.0,ford,ranger supercrew xlt pickup,good,,gas,7930.0,clean,other,4wd,,pickup,silver,,co
248418,7193362423,"kansas city, MO",19227,2019.0,toyota,corolla,,,gas,20138.0,clean,automatic,fwd,,,blue,,ks
329074,7186986555,youngstown,6950,2009.0,,hyndai santa fe,excellent,6 cylinders,gas,125000.0,clean,automatic,fwd,,,,,oh
40606,7187299115,eugene,6500,2007.0,honda,ridgeline,excellent,6 cylinders,gas,206000.0,clean,automatic,,,,,,or
295491,7193769876,central michigan,5500,2007.0,honda,fit sport,excellent,4 cylinders,gas,71000.0,clean,manual,fwd,compact,hatchback,custom,,mi
171288,7194022300,harrisburg,38000,1965.0,pontiac,gto,,,gas,74900.0,missing,manual,,,,,,pa
141303,7192751632,st cloud,7500,2012.0,ford,escape,,,hybrid,,clean,automatic,,,,,,mn
110970,7196237138,louisville,13650,,,,,,,,,,,,,,,ky
18617,7195708384,los angeles,48500,,,,,,,,,,,,,,,ca
78419,7195240637,south florida,14900,,,,,,,,,,,,,,,fl
324384,7183772692,deep east texas,24995,2011.0,gmc,sierra 2500 hd crew cab,,8 cylinders,diesel,279580.0,clean,automatic,4wd,,pickup,black,,tx
236918,7184929827,rhode island,8500,2012.0,honda,civic,excellent,4 cylinders,gas,103132.0,clean,automatic,,,sedan,white,,ri
150235,7195247637,scranton / wilkes-barre,17995,,,,,,,,,,,,,,,pa
365869,7178371095,rochester,2500,2008.0,ford,focus,,,gas,,clean,automatic,,,,,,ny
423076,7184540413,southwest michigan,36995,2017.0,ford,f-150,,6 cylinders,gas,19427.0,clean,automatic,4wd,,truck,red,,mi
206344,7193735404,knoxville,6800,2004.0,ram,,,,gas,,clean,automatic,,,,,,tn
182365,7191271557,orlando,17490,2015.0,nissan,titan sv,excellent,8 cylinders,gas,42340.0,rebuilt,automatic,rwd,,,,,fl
398738,7187965071,modesto,8999,2002.0,ford,f350,,,gas,71830.0,clean,automatic,,,,,,ca
39723,7189214847,eugene,10999,2012.0,subaru,forester,excellent,4 cylinders,gas,99050.0,clean,other,,full-size,SUV,silver,,or
13664,7196107903,eau claire,3200,,,,,,,,,,,,,,,wi
382172,7189148477,albuquerque,39995,2019.0,ram,1500 rebel,,8 cylinders,gas,,clean,automatic,4wd,,,,,nm
304082,7180969407,gainesville,16900,2014.0,chevrolet,impala,excellent,10 cylinders,gas,32360.0,clean,other,4wd,compact,sedan,silver,,fl
391682,7190732837,milwaukee,3500,2001.0,subaru,forester,good,4 cylinders,gas,143000.0,clean,automatic,4wd,,hatchback,blue,,wi
14233,7196395246,los angeles,0,,,,,,,,,,,,,,,ca
31478,7187975450,eugene,10495,2015.0,chevrolet,impala lt,excellent,6 cylinders,gas,70897.0,clean,automatic,fwd,full-size,sedan,white,,or
41772,7178997928,ventura county,23990,2017.0,ford,mustang v6 coupe 2d,good,6 cylinders,gas,15106.0,clean,automatic,rwd,,coupe,white,,ca
306237,7192317533,fort collins / north CO,27990,2018.0,ram,1500 quad cab express pickup,good,6 cylinders,gas,33261.0,clean,other,,,pickup,blue,,co
112081,7196182648,baton rouge,11800,,,,,,,,,,,,,,,la
284166,7187773153,des moines,10900,2012.0,bmw,x5,,,diesel,,clean,automatic,,,,,,ia
299288,7193633058,detroit metro,100,2005.0,cadillac,escalade,,,gas,,clean,automatic,,,,,,mi
327775,7181083640,rochester,5495,2008.0,jeep,patriot sport suv 4d,,4 cylinders,gas,126460.0,clean,automatic,fwd,,,black,,mn
324753,7179157061,tyler / east TX,23000,2015.0,jeep,grand cherokee overland,like new,6 cylinders,gas,61373.0,clean,automatic,rwd,,SUV,black,,tx
232539,7194656808,south bend / michiana,3400,2000.0,buick,lesabre custom,good,6 cylinders,gas,138194.0,clean,automatic,rwd,full-size,sedan,silver,,in
82234,7192952438,western massachusetts,18590,2017.0,gmc,terrain sle-2 sport utility,good,,other,53731.0,clean,other,,,other,black,,ma
51434,7196004108,SF bay area,21250,,,,,,,,,,,,,,,ca
323736,7188866627,greensboro,0,2016.0,ford,escape,,4 cylinders,gas,49178.0,clean,automatic,fwd,mid-size,SUV,black,,nc
333747,7192711910,yakima,3500,1996.0,toyota,tacoma,good,4 cylinders,gas,,clean,automatic,rwd,mid-size,pickup,purple,,wa
419226,7183896313,norfolk / hampton roads,18990,2017.0,honda,civic ex-t coupe 2d,good,,gas,47463.0,clean,automatic,fwd,,coupe,black,,va
53290,7194959389,tampa bay area,3200,2011.0,dodge,grand caravan crew,,,gas,,clean,automatic,,,,,,fl
67492,7195416113,albany,19997,,,,,,,,,,,,,,,ny
243401,7194934690,"kansas city, MO",31815,2017.0,dodge,durango,,6 cylinders,gas,32982.0,clean,automatic,4wd,,SUV,white,,ks
378289,7190645689,western massachusetts,29900,2015.0,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,51027.0,clean,automatic,4wd,full-size,truck,white,,ma
246543,7187403324,columbia,0,2018.0,chrysler,300,,6 cylinders,gas,25340.0,clean,automatic,rwd,full-size,sedan,silver,,sc
378218,7192323094,myrtle beach,18000,2017.0,jeep,compass x latitude,,,gas,41766.0,clean,automatic,,,,,,sc
409100,7185870895,fredericksburg,13777,2017.0,nissan,altima,,4 cylinders,gas,40530.0,clean,automatic,fwd,,sedan,,,va
280830,7194419040,boston,4900,2009.0,toyota,corolla,excellent,4 cylinders,gas,,clean,automatic,fwd,compact,sedan,black,,ma
337792,7178960662,sarasota-bradenton,0,2012.0,ford,fiesta se,,4 cylinders,gas,69303.0,clean,manual,fwd,,hatchback,red,,fl
156435,7191788354,charlotte,5950,1999.0,mercedes-benz,benz slk230,like new,4 cylinders,gas,116000.0,clean,automatic,rwd,compact,convertible,silver,,nc
33794,7190207980,charlotte,3000,2010.0,dodge,avenger sxt,,,gas,,clean,automatic,,,,silver,,nc
205309,7189773463,modesto,4995,2007.0,jaguar,s-type,excellent,6 cylinders,gas,100904.0,clean,automatic,rwd,mid-size,sedan,black,,ca
247770,7187577006,new hampshire,2400,2007.0,,Saab 9-3 Aero,good,,gas,107000.0,clean,automatic,fwd,,sedan,blue,,nh
76601,7196199532,south florida,12899,,,,,,,,,,,,,,,fl
365702,7195504134,phoenix,12950,,,,,,,,,,,,,,,az
410669,7185130114,grand rapids,10500,2005.0,chevrolet,silverado c10,,,gas,,clean,automatic,,,,,,mi
2639,7185172070,kennewick-pasco-richland,0,2018.0,ram,deisel cummin 3500 4x4,,,diesel,15661.0,clean,automatic,4wd,,truck,white,,wa
96519,7194563465,hawaii,29995,2017.0,dodge,challenger r/t,excellent,8 cylinders,gas,18511.0,clean,automatic,rwd,full-size,coupe,black,,hi
148442,7195966643,meadville,19980,,,,,,,,,,,,,,,pa
403408,7187682001,vermont,73900,2020.0,cadillac,escalade esv,like new,,gas,12800.0,clean,automatic,4wd,full-size,SUV,black,,vt
57973,7196863354,denver,6000,,,,,,,,,,,,,,,co
41142,7194877666,syracuse,25000,2016.0,jeep,grand cherokee laredo,excellent,6 cylinders,gas,18500.0,lien,automatic,4wd,full-size,SUV,grey,,ny
108486,7196311646,"kansas city, MO",17500,,,,,,,,,,,,,,,ks
3204,7190433864,palm springs,10887,2016.0,ford,focus,,4 cylinders,other,83047.0,clean,automatic,fwd,,sedan,custom,,ca
415669,7193069697,mason city,10195,2014.0,gmc,terrain slt,,4 cylinders,gas,114000.0,clean,automatic,4wd,,SUV,,,ia
12196,7195931330,brainerd,0,,,,,,,,,,,,,,,mn
1558,7182755881,tallahassee,25500,2006.0,lexus,lx 470,,8 cylinders,gas,144000.0,clean,automatic,4wd,full-size,SUV,black,,fl
211122,7185846224,lancaster,4995,2005.0,mazda,3 s,,,gas,146000.0,clean,automatic,,,,,,pa
98007,7195456331,spokane / coeur d'alene,64999,,,,,,,,,,,,,,,id
401672,7191837533,austin,3750,2007.0,hyundai,tucson gls,good,4 cylinders,gas,,clean,automatic,,mid-size,SUV,white,,tx
98213,7195260991,spokane / coeur d'alene,38980,,,,,,,,,,,,,,,id
414,7185908580,winchester,12995,2017.0,hyundai,elantra,,,gas,38475.0,clean,automatic,,,sedan,white,,va
260606,7187307175,myrtle beach,800,2013.0,,Camero SS,,,gas,,parts only,manual,,,,,,sc
285775,7185835838,des moines,2995,1997.0,lincoln,continental,good,8 cylinders,gas,123000.0,clean,automatic,fwd,full-size,,,,ia
391394,7191454362,tucson,43500,1973.0,chevrolet,corvette,excellent,8 cylinders,gas,19500.0,clean,manual,rwd,,,red,,az
292385,7185254883,fairbanks,34999,2016.0,chevrolet,silverado 2500hd,,8 cylinders,gas,88162.0,clean,automatic,4wd,,truck,white,,ak
2924,7181672035,treasure coast,35990,2013.0,ford,mustang boss 302 coupe 2d,good,8 cylinders,gas,36008.0,clean,other,rwd,,coupe,white,,fl
48499,7196662442,fayetteville,43900,,,,,,,,,,,,,,,nc
145595,7192629810,kalispell,7000,1996.0,ford,f250,,,diesel,,clean,manual,,,,,,mt
72087,7178686098,boulder,3200,2007.0,ram,3500,like new,6 cylinders,diesel,,clean,manual,4wd,,,,,co
34732,7180986842,ventura county,11000,2004.0,ford,excursion,good,8 cylinders,diesel,158814.0,clean,automatic,rwd,,SUV,brown,,ca
315005,7183677683,el paso,8995,1996.0,jeep,cherokee,excellent,6 cylinders,gas,94102.0,clean,automatic,rwd,,SUV,green,,tx
215250,7179615070,northern michigan,3000,2005.0,pontiac,g6,good,6 cylinders,gas,207000.0,clean,automatic,fwd,mid-size,coupe,black,,mi
327025,7181064321,wichita falls,30429,2015.0,chevrolet,tahoe,,,gas,76300.0,clean,automatic,rwd,,SUV,silver,,tx
305864,7188951756,visalia-tulare,13990,2013.0,hyundai,veloster coupe 3d,good,,gas,38320.0,clean,other,fwd,,coupe,white,,ca
28605,7193936074,new york city,10900,2016.0,nissan,nv200,like new,4 cylinders,gas,185416.0,clean,automatic,fwd,full-size,mini-van,yellow,,ny
27869,7185942775,corvallis/albany,29000,2010.0,chevrolet,corvette,like new,6 cylinders,gas,71651.0,clean,manual,rwd,compact,coupe,red,,or
76124,7184697525,oregon coast,899,1999.0,,Plymouth Voyager,good,4 cylinders,gas,158140.0,clean,automatic,fwd,full-size,mini-van,silver,,or
326896,7191276516,omaha / council bluffs,6000,2007.0,chevrolet,avalanche,good,8 cylinders,gas,165000.0,clean,automatic,4wd,full-size,pickup,black,,ia
245655,7183340689,syracuse,16990,2017.0,buick,encore preferred sport,good,,gas,17432.0,clean,automatic,fwd,,SUV,red,,ny
370204,7182545672,oregon coast,6995,2008.0,,SCION TC,,,gas,136477.0,clean,manual,fwd,,hatchback,,,or
7772,7193675025,jacksonville,6800,1997.0,chevrolet,c/k 1500 series,excellent,,gas,120007.0,clean,automatic,rwd,,pickup,white,,fl
390192,7193152961,spokane / coeur d'alene,18721,2016.0,chrysler,200 c,,,gas,70251.0,clean,automatic,,,,,,id
61766,7193316183,albuquerque,30000,,,,,,,,,,,,,,,nm
172482,7190049393,jacksonville,5799,2009.0,,smart car fortwo,excellent,6 cylinders,gas,34122.0,clean,automatic,fwd,full-size,coupe,white,,fl
238291,7194289536,bakersfield,8990,2006.0,pontiac,solstice,excellent,,gas,67000.0,clean,automatic,,,,silver,,ca
339390,7183507314,lexington,5950,2002.0,chevrolet,suburban,,8 cylinders,gas,208294.0,clean,automatic,4wd,full-size,SUV,black,,ky
